perc_premium_paid_by_cash_credit,age_in_days,Income,Count_3.6_months_late,Count_6.12_months_late,Count_more_than_12_months_late,application_underwriting_score,no_of_premiums_paid,sourcing_channel,residence_area_type,premium,renewal
0.107,9499,48150,0,0,1,99.39,10,A,Urban,5700,0
0.177,12425,213810,0,0,0,98.94,16,D,Urban,9600,1
0.113,12415,300030,0,0,0,99.6,9,C,Urban,13800,1
0.003,28114,120080,0,0,0,99.7,16,A,Urban,7500,1
0.52,17890,147120,0,0,0,98.12,12,C,Urban,9600,1
0.339,16071,390060,1,0,0,99.04,15,C,Rural,3300,1
0.004,21180,87580,0,0,0,96.42,22,B,Rural,7500,1
1,18985,150070,0,0,0,99.88,9,A,Urban,5400,1
0.069,22643,42000,0,0,0,99.78,6,A,Urban,3300,1
0.058,23006,494130,0,0,0,99.05,21,B,Urban,11700,1
0.489,27746,142950,0,0,0,99,11,A,Urban,7500,1
0.127,17534,193540,2,0,0,99.01,28,C,Rural,9600,1
0.111,12058,264100,0,0,0,99.12,9,B,Urban,11700,1
0.858,20082,150050,0,0,0,98.81,11,B,Rural,9600,1
0.034,29941,96150,0,0,0,99.69,15,A,Rural,3300,1
0.12,16072,200560,0,0,0,99.37,10,A,Urban,13800,1
0.17,12415,232590,0,0,0,99.35,7,C,Urban,13800,0
0.058,27387,212620,0,0,0,99.71,7,A,Urban,11700,1
1,10226,72780,0,1,0,99.78,2,C,Rural,3300,1
0.944,17895,627590,1,0,0,99.05,11,C,Urban,60000,1
0.002,13876,200060,0,0,0,99.01,6,A,Rural,20100,1
0.05,15706,180910,0,0,0,99.12,7,A,Urban,5700,1
0.001,15703,30080,0,0,0,99.76,9,C,Rural,1200,1
0.017,17168,106910,0,0,0,99.89,4,B,Urban,7500,1
0.175,12781,135040,0,0,0,98.84,13,B,Rural,9600,1
0.067,11328,90070,0,0,0,99.22,6,A,Urban,5400,1
0.04,24470,446360,0,0,0,99.89,5,A,Urban,43200,1
0.759,9503,114050,0,0,0,99.63,8,A,Rural,3300,1
0.162,16804,462590,0,0,0,98.62,17,A,Urban,28500,1
1,12054,60120,1,0,0,98.19,8,D,Urban,3300,0
0.012,24465,293070,0,0,0,99.16,18,A,Urban,32700,1
0.181,20454,103720,1,0,0,99.75,10,B,Urban,5400,1
1,18630,129950,0,4,0,99.86,2,D,Rural,1200,1
0.013,21544,389100,0,0,0,99.3,13,A,Urban,28500,1
0.505,14975,127970,0,0,0,98.41,15,B,Rural,5700,1
0.053,25198,128570,0,0,0,96.9,13,A,Rural,3300,1
0.853,17530,295130,0,0,0,99.25,7,B,Rural,11700,1
0.236,21542,102150,0,0,0,98.74,19,A,Rural,7500,1
0.903,19724,126150,0,0,0,99.14,8,A,Rural,5400,1
0.241,16802,180060,3,0,0,99.47,16,A,Urban,7500,1
0.962,12790,84040,2,0,0,98.42,13,A,Rural,5400,1
0.495,14975,113330,1,0,0,98.83,12,C,Urban,11700,1
0,15706,229030,0,0,0,99.23,13,C,Rural,5400,1
0.001,19720,328120,0,0,0,NA,6,B,Rural,13800,1
0.16,23731,230060,0,0,0,99.35,12,B,Rural,9600,1
0,11324,103000,0,0,0,98.45,7,A,Urban,5400,1
0.142,19354,300080,0,0,0,99.51,8,A,Urban,13800,1
0.86,14250,161360,0,0,0,99.29,13,B,Urban,7500,1
0.902,18257,180150,1,1,2,98.92,19,C,Urban,7500,0
0.127,13875,217530,1,0,0,99.02,23,C,Rural,5400,1
0.084,19723,300130,0,0,0,99.18,17,C,Urban,11700,1
0.047,15706,315060,0,0,0,98.94,11,A,Rural,15900,1
0.044,20450,150130,0,0,0,99.23,12,A,Urban,11700,1
0.2,18622,360120,0,0,0,99.22,11,B,Rural,9600,1
1,21906,57740,1,0,0,NA,2,A,Urban,5700,1
0,21178,189030,0,0,0,99.88,6,A,Rural,7500,1
0.38,10230,48240,0,0,0,98.78,12,A,Urban,1200,1
0.195,14615,78050,0,0,0,98.41,10,A,Urban,5400,1
0.007,15700,247590,2,0,0,98.52,16,A,Rural,11700,1
0.108,25564,90040,0,0,0,99.81,7,A,Rural,5700,1
0.07,28113,65610,0,0,0,99.29,16,A,Urban,5400,1
0.369,20448,98220,0,0,0,99.48,8,B,Urban,7500,1
0.141,23733,215700,0,0,0,99.14,17,B,Rural,9600,1
1,27390,129070,0,0,0,99.63,4,A,Urban,7500,1
0.116,24828,131070,0,0,0,99.46,8,A,Urban,5400,1
0.388,22644,93320,2,0,1,99.07,9,A,Rural,5400,1
0.139,22278,133460,0,0,0,98.51,12,A,Urban,9600,1
0.806,17532,54130,0,0,0,98.37,12,A,Rural,3300,1
0.138,20081,116770,0,0,0,99.3,14,A,Urban,1200,1
0.511,23374,365050,1,0,0,98.81,27,A,Rural,11700,0
0.047,27025,279300,0,0,0,99.03,10,E,Urban,3300,1
1,16439,195060,0,1,0,99.82,6,C,Rural,18000,1
0.083,16800,297000,0,0,0,99.43,7,C,Rural,20100,1
0.877,19355,174610,0,0,0,99.05,10,C,Rural,7500,1
0.866,14244,66050,4,0,0,99.06,7,C,Urban,5400,0
0.357,17892,130020,0,0,0,98.86,15,A,Urban,9600,1
0,21914,335520,0,0,0,98.97,12,A,Urban,13800,1
0.012,13876,307750,0,0,0,99.89,15,A,Urban,11700,1
0.018,21908,213310,0,0,0,99.14,12,A,Rural,20100,1
0.088,21178,365100,0,0,0,99.07,9,A,Rural,24300,1
0.027,12783,263020,0,0,0,99.35,8,D,Rural,11700,1
0.512,22280,192400,3,0,0,98.89,20,A,Rural,1200,1
0.341,22274,237540,2,0,0,98.15,19,A,Urban,11700,1
0.039,19360,195040,0,0,0,98.93,13,C,Urban,11700,1
0.319,8038,107650,0,0,0,NA,3,A,Urban,5400,1
0.045,26292,182630,0,0,0,99.17,17,A,Urban,9600,1
0.122,18259,198790,0,1,0,98.82,15,B,Rural,22200,1
0.915,16073,131350,2,2,0,98.75,5,B,Rural,1200,0
0.481,15340,87100,0,0,0,99.65,11,B,Urban,3300,1
0.523,17890,375050,0,0,0,99.16,11,A,Rural,18000,1
0.563,21548,129060,0,0,0,98.41,17,A,Rural,5400,1
0.026,14243,168090,0,0,0,97.81,21,A,Urban,7500,1
0.065,23006,45080,0,0,0,98.95,13,B,Rural,5700,1
0.8,12420,150080,0,0,0,97.98,7,B,Urban,5400,1
0.027,16799,109230,0,0,0,99.37,14,A,Rural,5400,1
0.365,16803,165570,0,0,0,98.82,11,A,Urban,22200,1
0.309,12420,108070,1,0,0,99.38,11,A,Rural,11700,1
1,10228,77760,0,0,1,99.53,3,B,Rural,5700,0
0.046,20820,189030,0,0,0,99,10,B,Rural,7500,1
0.042,20082,287600,0,0,0,99.05,9,B,Rural,20100,1
0.551,18990,120040,0,0,0,99.44,6,C,Urban,11700,1
0.141,24462,146330,0,0,0,99.62,9,A,Rural,11700,1
0.019,22643,157550,1,0,0,99.89,14,A,Urban,11700,1
1,12415,137630,2,1,1,99.66,7,D,Urban,3300,0
0.954,17526,156300,0,0,0,99.03,8,A,Urban,9600,1
0.485,13884,180120,3,0,0,98.89,7,C,Rural,3300,0
0.006,22642,630080,0,0,0,99.54,11,A,Urban,13800,1
0.087,19721,65120,0,0,0,99.44,7,A,Urban,3300,0
0,21183,201040,0,0,0,99.76,7,A,Rural,7500,1
0.81,18261,126580,0,0,1,99.1,9,C,Rural,9600,1
0.451,13513,151970,0,0,0,98.91,6,D,Urban,5400,1
0.667,13878,131570,0,0,0,99.62,6,B,Rural,11700,1
0.955,10225,84080,0,0,0,99.11,15,A,Urban,5400,1
0.119,17900,75070,0,0,0,99.68,6,A,Urban,1200,1
0.064,24462,309260,0,0,0,99.66,9,A,Urban,18000,1
0.009,13513,60130,1,0,0,97.61,7,C,Rural,5400,1
0.798,23008,38210,0,0,0,97.56,8,A,Urban,1200,1
1,12054,150070,0,0,0,97.39,7,A,Rural,9600,1
0.798,13513,77550,0,0,0,99.25,7,C,Rural,3300,1
0.721,13882,236260,1,0,0,98.01,12,B,Rural,13800,1
1,11327,45150,0,0,0,99.34,6,A,Urban,5700,1
0.326,21540,290940,0,0,0,98.56,20,B,Rural,24300,1
0.385,13155,183000,0,0,0,98.88,10,B,Urban,1200,1
0.009,15708,273140,0,0,0,99.52,14,C,Urban,7500,1
0.231,18621,100640,0,0,0,99.82,5,C,Urban,5400,1
0.115,18256,300150,1,0,0,98.49,14,D,Urban,13800,1
0.043,26656,75070,0,0,0,99.87,6,B,Rural,5400,1
0.966,25198,77570,0,0,0,NA,16,A,Rural,5700,1
0.649,21178,348070,0,0,0,98.4,18,B,Rural,11700,1
0.848,15345,299930,0,0,0,98.74,10,B,Rural,13800,1
0.67,21912,600030,0,0,0,98.72,25,B,Rural,3300,1
0.156,15706,240090,0,0,0,99.61,35,B,Urban,13800,1
0.115,16438,300130,0,0,0,96.88,18,E,Urban,15900,1
0.811,18626,450040,0,0,0,NA,13,A,Rural,32700,1
0.444,24096,71620,0,0,0,98.73,8,A,Rural,5700,1
0.1,20813,285100,0,0,0,99.17,10,C,Rural,20100,1
0.059,21179,246310,0,0,0,99.59,12,A,Rural,13800,1
0.183,16798,69870,0,0,0,99.54,7,A,Urban,5700,1
0,8408,27080,0,0,0,NA,3,A,Urban,3300,1
0.178,16065,225090,0,0,0,99.24,10,C,Rural,18000,1
0.123,13513,93270,0,0,0,99.33,11,C,Urban,5400,1
0.018,18985,150710,0,0,0,99.42,10,A,Urban,11700,1
0.876,10230,99040,0,0,0,99.57,6,A,Urban,5400,1
0.371,21179,545530,0,0,0,98.97,11,B,Rural,32700,1
0.873,16075,1534340,0,2,0,99.85,9,D,Urban,60000,0
0.892,20812,375110,0,0,0,98.75,14,C,Urban,13800,1
0.366,17532,330140,0,0,0,98.8,17,E,Rural,11700,1
1,16432,170140,1,3,1,99.68,5,C,Rural,1200,0
0.711,13153,188530,0,0,0,99.44,8,B,Urban,9600,1
0.049,21183,260080,0,0,0,98.04,18,A,Urban,18000,1
0.505,16440,357880,1,0,0,98.14,18,C,Urban,24300,1
0.156,20810,142140,0,0,0,98.44,14,A,Urban,7500,1
0,24467,73540,0,0,0,NA,7,A,Rural,5700,1
0.095,16069,210130,0,0,0,98.75,11,B,Rural,9600,1
0.115,16437,167890,0,0,0,99.23,7,C,Urban,13800,1
0,17534,133400,0,0,0,97.32,8,B,Urban,7500,1
0.11,25930,150120,0,0,0,99.44,11,A,Urban,11700,1
0.639,13513,325640,0,0,0,99.38,14,D,Urban,24300,0
0.031,28481,132090,0,0,0,99.28,7,A,Rural,9600,1
0.108,16433,76440,0,0,0,98.69,10,C,Urban,5400,1
0.884,30302,69120,0,0,1,99.12,6,A,Urban,3300,1
0.359,10231,67550,0,0,0,99.12,9,A,Rural,3300,1
0.034,29942,75110,0,0,0,99.85,5,A,Urban,5400,1
0.003,16065,47240,0,0,0,97.34,6,A,Urban,5700,1
0.121,12052,100060,0,0,0,99.42,22,A,Urban,7500,1
0.014,25924,248440,0,0,0,99.52,11,A,Urban,13800,1
0.523,13511,135070,0,0,0,99.77,4,B,Rural,13800,1
0.677,15704,119340,0,0,0,98.18,17,A,Urban,7500,1
0.286,21915,407610,0,0,0,99.11,17,B,Urban,41100,1
0.42,12420,122610,0,0,0,98.91,11,C,Rural,5400,1
0.073,19718,131910,0,0,0,98.38,16,C,Urban,5400,1
0.428,12051,118510,0,0,0,99.32,8,A,Urban,7500,1
0.789,25564,245930,0,0,0,98.96,13,B,Urban,13800,1
0.179,15706,237070,0,0,0,99.41,12,D,Urban,5400,1
0,24831,75130,0,0,0,99.12,5,A,Urban,5400,1
0.041,24101,165150,0,0,0,99.18,10,A,Rural,13800,1
0.914,10957,135100,1,0,0,99.39,12,B,Urban,7500,1
0.14,27755,170720,0,0,0,98.64,16,A,Rural,9600,1
0.445,21548,57130,0,0,0,98.63,7,A,Rural,3300,1
0.761,9130,87090,0,0,0,99.79,5,A,Rural,9600,1
0.522,9869,150050,0,0,0,98.31,10,A,Urban,5400,1
1,9869,125060,0,0,0,99.52,13,A,Urban,7500,1
0.04,16437,200110,0,0,0,98.92,7,A,Urban,9600,1
0.127,26650,47900,0,0,0,99.5,7,A,Rural,1200,1
0.009,13514,146610,1,0,0,98.88,10,A,Rural,7500,1
0.409,20080,78110,0,0,0,98.79,12,A,Urban,5400,1
0.814,9131,28840,1,0,0,99.54,9,A,Urban,5700,1
1,14605,68830,0,0,0,98.96,6,A,Rural,3300,1
1,10956,187610,0,0,0,99.73,5,A,Urban,9600,1
0.635,20080,109080,0,0,0,98.27,11,B,Urban,5400,1
0.039,10963,139400,0,0,0,99.59,11,A,Urban,11700,1
0.936,10596,120140,0,0,0,99.82,3,A,Urban,7500,1
0.101,25921,54100,0,0,0,99.74,10,A,Rural,3300,1
0.168,22272,345150,0,0,0,98.98,17,A,Urban,28500,1
0.001,22638,318130,0,0,0,99.2,10,B,Urban,15900,1
0.275,14247,36110,0,0,0,95.84,12,A,Urban,5700,1
0.058,14972,242010,0,0,0,99.23,11,C,Rural,18000,1
0.46,17534,188980,0,0,0,98.54,17,B,Urban,13800,1
0,22277,175010,0,0,0,99.48,11,A,Urban,13800,1
0.932,16071,135830,2,0,0,99.01,9,A,Urban,7500,1
0.146,13882,249100,0,0,0,99.84,14,B,Rural,18000,1
0.028,28113,225100,0,0,0,99.19,18,A,Urban,9600,1
0.344,17527,203880,0,0,0,98.97,13,A,Rural,1200,1
0.17,25193,262240,0,0,0,99.29,10,A,Urban,11700,1
0.016,32862,212560,1,0,0,99.89,16,B,Urban,11700,1
0.032,10964,64150,0,0,0,98.76,7,A,Rural,3300,1
0.046,25199,240100,0,0,0,99.89,12,A,Rural,1200,1
0.039,12422,97040,1,0,1,99.13,8,C,Urban,5400,0
0.546,10600,33080,0,0,0,94.8,7,A,Urban,3300,1
0.06,16440,100090,0,0,0,99.58,11,B,Urban,5400,1
0.194,18630,265590,0,0,0,99.1,7,C,Urban,28500,1
0.182,16438,51140,0,0,0,99.29,6,B,Urban,3300,1
0.73,14243,128580,0,0,0,98.71,11,A,Urban,9600,1
0,13513,510030,0,0,0,99.69,4,A,Urban,3300,1
0.009,21543,180070,0,0,0,99.89,8,A,Urban,9600,1
0.131,16434,1072090,0,0,0,98.45,18,D,Rural,60000,1
1,10235,97870,0,0,0,99.48,3,A,Rural,9600,1
1,23370,318060,0,0,0,99.85,3,A,Urban,3300,1
1,17163,90140,0,2,1,NA,2,B,Urban,5400,0
0.938,14980,447080,1,0,0,98.48,22,B,Rural,51600,0
0.083,11694,150060,1,0,0,99.21,8,A,Urban,5400,1
0.158,16068,45120,0,0,0,98.59,8,A,Rural,1200,1
0.078,25198,60340,0,0,0,97.26,10,A,Urban,3300,1
0.182,14250,187540,0,0,0,98.81,13,A,Rural,11700,1
0,23730,194970,0,0,0,99.09,9,A,Rural,1200,1
1,28116,137520,0,0,0,99.55,9,B,Rural,1200,1
0.011,26285,299180,1,0,2,98.92,16,A,Urban,15900,1
0.243,19720,264770,0,0,0,99.26,6,C,Rural,28500,1
0.014,28114,108360,0,0,0,99.87,16,A,Urban,9600,1
0.845,14247,216030,2,0,0,99.36,5,A,Urban,7500,1
0,18255,120150,0,0,0,98.95,13,A,Urban,13800,1
0.001,31030,180120,0,0,0,99.88,19,A,Urban,1200,0
0.122,12060,42120,0,0,0,99.88,5,A,Rural,1200,1
0.164,16434,154090,0,0,0,99.02,7,D,Urban,11700,1
0.421,23005,85270,1,0,0,98.38,10,A,Urban,5400,1
0.996,8773,25230,0,0,0,99.76,4,A,Rural,5700,1
0.108,9497,180140,0,0,0,99.89,6,A,Urban,7500,1
0.931,18989,275050,0,0,0,99.54,16,A,Urban,3300,1
0.362,16436,282290,0,0,0,98.53,16,A,Urban,11700,1
0.634,20083,712560,0,0,0,98.87,24,A,Rural,22200,1
0.45,13876,196850,0,0,0,99.19,13,D,Urban,7500,1
0.101,29943,239020,0,0,0,99.76,9,A,Urban,22200,1
0.951,17529,325540,0,0,0,98.71,15,B,Urban,15900,1
0.458,13153,381280,0,0,0,99.59,11,A,Urban,18000,1
0.873,18257,91650,0,0,0,97.23,9,B,Rural,5400,1
0.236,25921,197810,0,0,0,99.01,10,A,Rural,7500,1
1,11320,120100,0,1,0,99.67,4,A,Rural,5400,1
0.118,19718,90150,1,0,0,99.32,18,A,Rural,3300,1
0.314,18260,150120,0,0,0,99.09,8,B,Urban,5400,1
0.603,13875,105100,0,0,0,99.22,7,B,Urban,3300,1
0.008,29577,132030,2,0,0,99.88,18,B,Urban,5700,1
0.095,9503,25970,0,0,0,99.89,4,A,Rural,5700,1
0.024,21183,147160,0,0,0,99.76,8,A,Urban,9600,1
1,9497,78140,0,0,0,99.67,5,A,Rural,1200,1
0.355,22271,166250,0,0,0,99.44,9,B,Urban,9600,1
0.021,16802,210090,0,0,0,99.45,7,D,Urban,7500,1
0.103,18624,272130,0,0,0,99.52,11,B,Urban,9600,1
0.221,16070,108130,0,0,0,99.2,11,A,Urban,5400,1
0.038,17161,367600,1,0,0,99.68,10,A,Urban,18000,1
0.052,15706,270080,0,0,0,98.79,10,C,Urban,22200,1
0.262,14240,179170,0,0,0,99.24,10,A,Urban,11700,1
1,10227,92610,1,0,2,99.57,4,A,Urban,3300,0
0.035,21908,370050,0,0,0,99.4,14,A,Urban,20100,1
1,9862,80090,0,0,0,99.8,3,A,Rural,3300,1
0.069,19353,325120,0,0,0,99.17,18,A,Rural,32700,0
0.009,32859,67400,0,0,0,NA,8,A,Urban,1200,1
0.026,21181,135050,0,0,0,99.27,7,A,Urban,1200,1
0.063,19358,204090,0,0,0,99.31,9,B,Urban,9600,1
0.48,17530,255050,1,0,0,98.72,10,C,Urban,15900,1
0.052,11687,210060,0,0,0,98.74,15,A,Urban,11700,1
0.053,23733,297330,1,0,0,99.82,10,A,Urban,24300,1
0.048,17529,375120,0,0,0,99.86,15,C,Rural,15900,1
0.079,24828,246140,0,0,0,99.85,9,B,Rural,9600,1
0.158,12058,84120,0,0,0,98.5,14,A,Rural,5700,1
1,12423,189120,0,0,0,99.01,9,B,Urban,11700,1
0.051,24834,167170,0,0,0,99.04,12,A,Urban,7500,1
0.002,20445,183110,0,0,0,99.09,19,B,Rural,3300,1
0.086,21907,189040,0,0,0,99.88,5,B,Urban,13800,1
0,22637,165120,0,0,0,NA,10,A,Urban,5400,1
0.292,19352,160050,0,0,0,98.24,14,B,Rural,20100,1
0.406,21178,632560,0,0,0,98.8,26,B,Urban,32700,1
0.512,20083,159010,0,0,0,98.26,14,A,Urban,1200,1
0.248,15339,332640,0,0,0,99.59,16,C,Urban,22200,1
0.008,31037,99060,0,0,0,99.89,9,A,Urban,5400,1
0,13150,153140,0,0,0,99.46,6,B,Urban,7500,1
0.662,9133,54030,0,0,0,99.88,4,A,Urban,5400,1
0.467,21543,320150,2,1,0,99.67,9,C,Rural,18000,1
0.841,16066,160730,4,0,0,98.91,20,B,Urban,9600,1
0.335,18630,111090,0,0,0,98.62,10,C,Rural,5400,1
0.776,16434,45100,0,0,0,97.81,5,C,Urban,1200,1
0.181,23739,228000,0,0,0,99.82,7,A,Rural,26400,1
0.115,21175,300110,1,0,0,98.4,17,C,Urban,13800,1
0.504,15345,120060,0,0,0,98.61,17,B,Rural,3300,1
1,23366,242560,0,0,0,99.57,2,C,Urban,7500,1
0.127,14607,192110,0,0,0,99.64,11,B,Rural,20100,1
0.536,21542,167270,1,0,0,97.55,15,A,Rural,9600,1
1,13147,98690,2,1,0,99.46,6,C,Urban,3300,1
0.006,19354,112010,0,0,0,NA,4,A,Rural,3300,1
0.395,16798,54100,0,0,1,98.9,8,A,Rural,5400,0
0.252,16805,120130,0,0,0,98.39,9,C,Urban,3300,1
0.967,17528,177060,0,0,0,99.26,7,D,Rural,7500,1
0.063,18257,165110,0,0,0,98.9,16,B,Rural,15900,1
0.034,16075,183070,0,0,0,99.43,12,A,Rural,15900,1
0.603,17160,150100,0,0,0,98.06,13,E,Rural,15900,1
0.354,16069,285080,1,0,0,98.89,12,B,Urban,5400,1
0.741,12788,237930,0,0,1,99.48,6,A,Rural,7500,1
0.912,21185,400000,0,0,0,98.87,10,A,Urban,15900,1
0.383,17894,513690,0,0,0,98.91,18,C,Urban,3300,1
0.662,21545,162100,0,0,0,98.64,10,A,Rural,7500,1
0.031,26652,189530,0,0,0,99.18,12,B,Rural,3300,1
0.002,17528,411520,0,0,0,97.73,15,D,Urban,22200,1
1,23732,39080,0,0,0,99.8,4,A,Rural,1200,1
0.447,23002,215380,0,0,0,98.7,13,A,Rural,7500,1
0.187,16795,150090,0,0,0,98.3,14,C,Rural,9600,1
0.904,12785,68080,0,0,0,98.91,7,A,Rural,5400,1
1,15702,750030,0,0,0,99.71,7,A,Urban,30600,1
0,21914,129960,4,4,1,97.78,7,B,Urban,5400,0
0.109,20810,184060,0,0,0,99.19,9,B,Rural,9600,1
0.021,26656,120140,0,0,0,99.04,8,A,Urban,7500,1
0.074,24098,186040,0,0,0,99.34,13,B,Urban,13800,1
0.001,14606,216150,0,0,0,98.96,18,C,Rural,7500,1
0.026,20448,87060,0,0,0,99.17,9,B,Rural,7500,1
0.006,13881,66060,0,0,0,99.08,8,A,Rural,1200,1
0.345,21914,84210,1,0,1,99.14,12,A,Urban,3300,1
0.004,28120,187550,0,0,0,99.89,7,A,Urban,13800,1
0.087,14977,167640,0,0,0,99.09,12,D,Urban,1200,1
0.096,23008,240050,0,0,0,99.29,11,A,Urban,11700,1
0.811,14241,144060,0,0,0,99.43,7,D,Urban,7500,1
0.238,27387,168070,0,0,0,99.57,17,B,Urban,7500,1
0.19,16439,241080,0,0,0,99.46,15,B,Urban,13800,1
0.428,14607,133300,0,1,0,98.74,7,B,Rural,11700,1
0.719,20083,385080,0,0,0,98.27,11,A,Rural,18000,0
0.061,14979,309060,0,0,0,98.24,20,D,Urban,1200,1
0.077,13875,150070,0,0,0,99.02,13,B,Rural,11700,1
0.862,16798,208800,0,0,0,99.01,8,D,Urban,15900,1
0.467,12420,105140,0,0,1,99.45,12,A,Rural,5400,1
0.217,9503,138900,0,0,0,99.65,8,A,Urban,9600,1
0.251,12054,92080,0,0,0,99.76,6,A,Rural,7500,1
0.586,14250,475090,3,0,0,98.82,13,C,Urban,30600,1
0.945,18990,250470,0,0,0,98.29,19,C,Urban,3300,1
0.075,20089,87540,0,0,0,99.23,13,A,Urban,5400,1
0.167,16803,205300,0,0,0,99.22,10,B,Urban,18000,1
0.573,18623,143320,0,0,0,99.57,6,A,Urban,9600,1
0,25193,117590,0,0,0,98.73,22,A,Rural,5400,1
0.439,17890,351620,0,0,0,99.76,9,B,Urban,22200,1
0.16,17160,217630,0,0,0,99.27,12,A,Urban,9600,1
0.397,18986,138030,0,0,0,96.74,14,D,Rural,5400,0
0.312,11687,79300,0,0,0,99.37,13,A,Urban,5400,1
0.019,18985,171130,0,0,0,99.43,10,C,Rural,7500,1
1,10227,102040,0,0,0,99.76,3,A,Rural,5400,1
0.224,24830,144410,0,0,0,98.93,15,A,Urban,7500,1
0.118,11692,90420,0,0,0,99.84,6,A,Urban,5400,1
0.143,20089,206350,0,0,0,99.15,15,B,Rural,5400,1
0.017,16065,144420,0,0,0,99.16,13,B,Urban,5400,1
1,8765,27250,1,1,0,99.88,6,A,Rural,3300,1
0.765,14606,98490,3,1,0,99.02,13,E,Urban,9600,1
0.02,25565,180110,0,0,0,99.89,4,A,Rural,1200,1
0.027,19722,200030,0,0,0,99.14,13,D,Urban,18000,1
0.467,15344,111030,0,0,1,99.74,5,A,Urban,3300,1
0.301,22642,210030,1,0,0,98.63,19,A,Rural,26400,1
0.139,18629,226580,1,0,0,99.05,10,B,Urban,11700,1
0.172,15339,81030,0,0,0,98.96,10,B,Rural,7500,1
0.944,10961,239000,0,0,0,99.39,15,A,Rural,18000,1
1,24460,162090,1,2,0,99.42,7,D,Urban,3300,0
0.378,12421,75100,0,0,0,98.43,10,B,Rural,1200,1
0.08,17896,250100,0,0,0,98.45,17,D,Urban,13800,1
0.183,8403,24660,0,0,0,99.85,5,A,Urban,1200,1
0.338,27751,226110,0,0,0,99.01,12,A,Urban,24300,1
0.721,10227,90480,0,0,0,99.24,8,A,Urban,1200,1
0.032,32129,111400,0,0,0,99.67,8,A,Urban,7500,1
0.173,19716,169580,0,0,0,99.3,10,A,Rural,5400,1
0.357,12416,126570,0,0,0,98.98,12,A,Urban,9600,1
0.034,16799,525060,0,0,0,99.78,9,B,Urban,51600,1
0.415,16066,255090,2,0,0,99.01,12,C,Rural,5400,1
0.042,20084,187600,0,0,0,99.47,12,B,Urban,13800,1
0.311,16439,279760,1,0,0,99.68,6,B,Urban,9600,1
0.112,20086,292600,0,0,0,98.62,20,A,Urban,13800,1
0.879,17891,300140,1,0,0,99.12,22,B,Urban,18000,1
1,14243,120090,1,0,0,99.53,3,A,Rural,9600,1
0.164,15709,750130,0,0,0,99.34,7,B,Urban,47400,1
0.737,22275,222060,3,1,1,98.23,16,A,Rural,1200,0
0.044,21175,665100,0,0,0,99.76,10,C,Urban,43200,1
1,8400,91490,0,0,0,99.72,4,C,Urban,5400,1
0.992,16440,262640,0,0,0,99.81,8,B,Urban,22200,1
0.653,21182,105100,0,0,0,98.14,14,A,Urban,7500,1
0.03,24469,471580,0,1,0,99.25,6,A,Urban,39000,0
1,8041,27970,0,0,0,NA,3,A,Rural,5700,1
0.218,21914,223570,0,0,0,98.99,23,A,Rural,7500,1
0.704,10232,39100,0,0,0,96.34,7,A,Urban,5700,0
0.438,14249,1200070,0,0,0,99.55,13,A,Urban,60000,1
0,17169,390150,0,0,0,98.8,9,B,Urban,13800,1
0.341,17167,135070,1,1,0,99.5,10,D,Urban,11700,1
0.056,24103,214810,0,0,0,99.16,18,A,Rural,11700,1
0.01,25556,160140,0,0,0,99.89,10,B,Rural,5400,1
0.912,16432,185320,1,0,0,98.96,8,B,Urban,11700,1
0.102,17163,127540,0,0,0,98.19,9,C,Urban,5400,1
0.052,24830,90110,0,0,0,96.7,16,B,Urban,5400,1
0.284,12055,255120,0,0,0,99.62,13,A,Urban,11700,1
0.478,18262,132810,0,0,0,97.42,18,C,Urban,11700,1
0,22641,132100,0,0,0,99.64,13,A,Urban,9600,1
0,18264,177750,0,0,0,NA,5,A,Rural,18000,1
0.175,16804,1155080,0,0,0,99.72,13,C,Urban,60000,1
1,17163,36070,0,0,0,98.01,4,B,Urban,3300,1
0.043,14607,87550,0,0,0,99.88,3,A,Rural,5700,1
0.045,18260,191880,0,0,0,99.13,8,B,Urban,18000,1
0.773,17167,51110,0,0,0,95.2,12,C,Rural,3300,0
0.016,18260,267050,0,0,0,99.75,8,C,Rural,3300,1
0.255,24460,580610,3,0,0,99.22,13,A,Rural,26400,1
0,29208,180070,0,0,0,99.87,10,A,Urban,7500,1
0.503,22640,243110,0,0,0,99.28,10,B,Rural,5400,1
0.072,15338,250140,0,0,0,99.32,9,C,Urban,1200,1
0.131,9861,120490,0,1,0,99.69,4,A,Rural,5400,1
0.319,18986,105150,0,0,0,99.84,6,B,Rural,9600,1
0.004,27021,75110,0,0,0,NA,3,A,Urban,5700,1
0.221,17163,317840,0,0,0,99.28,9,C,Urban,13800,1
1,7679,39040,NA,NA,NA,NA,2,A,Rural,1200,0
0.79,17525,180150,0,0,0,99.72,4,A,Rural,11700,1
0.353,18992,180090,0,0,0,99.04,18,A,Rural,7500,1
0.13,28111,111090,0,0,0,99.87,8,A,Urban,5400,1
0,9133,24740,0,0,0,98.42,6,A,Rural,1200,1
0.101,19355,210130,0,0,0,99.85,5,C,Urban,5400,1
0.018,26287,125040,0,0,0,99.7,11,B,Rural,9600,1
0.753,10234,175030,0,0,0,99.24,9,B,Urban,5400,1
0.099,19355,155100,0,0,0,98.97,18,B,Urban,9600,1
0.026,16795,157330,2,2,1,98.95,6,A,Rural,11700,0
